fear_count,fear_ratio,anger_count,anger_ratio,sadness_count,sadness_ratio,joy_count,joy_ratio,surprise_count,surprise_ratio,trust_count,trust_ratio,anticipation_count,anticipation_ratio,disgust_count,disgust_ratio,pos_word_count,neg_word_count,pos_ratio,neg_ratio,sentiment_balance,toxicity_count,toxicity_ratio,vader_compound,vader_pos,vader_neg,vader_neu,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,svd_20,dominant_emotion,sentiment_category
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.033707865168539325,0.02247191011235955,0.2,0.0,0.0,-0.079,0.086,0.089,0.825,0.044346624423743694,0.11680980000154663,-0.026511682598047835,-0.024471483101733117,-0.003367716290047367,0.043712952654793504,0.040390452439377604,-0.011884050633375677,0.11556901720809318,0.011938352567650946,-0.04187881377696214,-0.01637547221580306,-0.01316692334661438,-0.029470893520968305,0.027940715951430373,0.027535022768607312,-0.09796498172339504,0.11426246450405235,0.040936260112166674,0.07098941633551552,neutral,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.06493506493506493,-1.0,0.0,0.0,-0.8271,0.019,0.13,0.851,0.020588413456063447,0.05379536294513736,-0.027764243413340675,-0.014135899030953695,-0.023380466816804703,0.006096149554074838,-0.013227640169518539,-0.02335435091251136,0.005688717069145522,0.06861093653807346,-0.03096878748429865,-0.00298275988902013,0.007658327837792652,0.019406372724275374,-0.015150801551290352,0.02375813242111242,-0.048300184348588654,0.04394363858670368,-0.0061263801107193806,0.05098609791099838,neutral,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016129032258064516,0.0,1.0,0.0,0.0,0.4754,0.051,0.0,0.949,0.026099922653256332,0.06978829835399036,-0.024822618720667135,-0.023970831589629354,-0.026993860428499484,-0.00595964992331991,0.01220770030132064,-0.035966408143752,0.020413554293852186,0.035497406734110615,-0.04158900150299697,-0.007550322697726447,0.007332722035484705,0.009410519842881607,-0.0019462674855820327,0.05302374574749297,-0.025944174403638793,-0.0013961725575797803,0.0078101330198077825,-0.045545298802798284,neutral,Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03278688524590164,-1.0,0.0,0.0,-0.8442,0.0,0.171,0.829,0.05460289202311956,0.09559471332787318,-0.04454944576967107,-0.017748574727519183,-0.006479945436013152,-0.006740068906768903,0.06342684894852006,-0.03261314639509591,0.06504590616135716,0.033268736820390055,0.04016446307093,0.014083679056030342,-0.04508016725872718,0.037394191204601794,0.016137317706613304,0.059673058051681285,-0.07650788984727026,-0.0073106352105273605,0.02591975775766574,-0.07707872471097016,neutral,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1779,0.04,0.068,0.893,0.03861910900826251,0.08432703407100836,-0.013587982447235213,-0.06787750173962664,-0.061565340870106774,-0.018545316722769194,-0.005119488461764832,-0.017359950706604257,-0.0008607139671093032,0.021269116183033183,0.007965527927662046,-0.03437858357350255,0.04825269700155571,-0.03742558034275749,0.005916718052125955,0.038709457087481976,-0.08531555640854038,0.023433306839463746,-0.012474029675909082,0.06380838342167762,neutral,Negative
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.057971014492753624,0.028985507246376812,0.3333333333333333,0.0,0.0,0.8622,0.14,0.0,0.86,0.022226274948095207,0.05718171240304909,-0.02003814104061872,0.002851436497354402,0.014789827615923169,0.010870921590646797,0.034682948946262504,-0.03202096711075393,0.03148545324557847,0.032795305144997546,-0.011465178779385375,0.01861473969848519,0.01398343849578146,-0.025231683533001863,0.01645756278997646,0.04447531301673419,-0.07270115469744419,0.044910516238636185,0.06285911335011064,-0.019178720818551244,joy,Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.012345679012345678,0.06172839506172839,-0.6666666666666666,0.0,0.0,-0.9592,0.017,0.263,0.72,0.020845069509861612,0.05276320897910661,-0.030699685585116734,0.009679836573432323,0.013849848900885378,0.003444866524954634,0.031224396370955768,-0.026700832165216654,0.032747373282552186,0.0707364216323689,-0.021470280894493873,-0.007094515115480604,0.00282544429776803,0.001379672880572811,0.014000126813081179,0.0007180567965446856,-0.039854511460245615,0.01677629107214628,0.010985122446573294,-0.0147139043783759,neutral,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.010638297872340425,0.02127659574468085,-0.3333333333333333,0.0,0.0,-0.78,0.028,0.071,0.901,0.05979672745795874,0.13509137238301053,-0.0340800403083719,-0.0861525358750941,-0.08073445480413365,-0.023050903100641472,0.009612543352232467,-0.03552324947110517,-0.03595700999322547,0.1208230641155201,-0.0344698201626768,-0.009944266053774926,0.026452010779531365,-0.0564939110834385,-0.0019297205311381079,0.04728088840606924,-0.0974985779094883,0.004474253685893941,-0.016632723973908203,-0.033894917209555286,neutral,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01098901098901099,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12748341386249554,0.15294167765073974,-0.1320817619364855,-0.07287493388489738,0.21077021886410477,-0.19876627871306998,0.11820061693049631,0.09426911953724448,0.0027074182358904596,0.032446314660004055,0.029361756615681738,-0.02875561530751462,0.032409873080498246,0.0014570125781449427,-0.030539962232512697,-0.02197315820114797,0.010722857143304447,-0.049815886437191384,-0.05112260675995457,0.04874858734734385,neutral,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.015873015873015872,-1.0,0.0,0.0,-0.7579,0.0,0.106,0.894,0.03669783669746664,0.08696064237858117,-0.04518518320844507,-0.060314632699994236,-0.06221498295835155,-0.06792452203044645,0.14602366311405432,-0.004715304695933641,0.022525770251003538,0.05959680387316688,0.033165657090185534,0.0491089776138314,0.04501108412641743,0.031175569315854978,-0.08103970092911042,0.002856480163785987,-0.04291909923291097,0.048892787630377535,-0.12875279937295384,-0.0006241798466598441,neutral,Negative
